"","Team","Player","GoneDate","BackDate"
"15836","Hornets","Frank Kaminsky",2016-06-29,2016-10-01
"15922","Grizzlies","Marc Gasol",2016-10-15,2016-10-26
"15926","Heat","Luke Babbitt",2016-10-15,2016-10-26
"15937","Mavericks","Jose Barea ",2016-10-24,2016-10-26
"15945","Pacers","C.J. Miles",2016-10-24,2016-10-26
"15948","Pelicans","Anthony Davis",2016-10-12,2016-10-26
"15951","Pistons","Aron Baynes",2016-10-19,2016-10-26
"15959","Suns","Brandon Knight",2016-10-12,2016-10-26
"15968","Clippers","Chris Paul",2016-10-16,2016-10-27
"15973","Wizards","Jason Smith",2016-10-24,2016-10-27
"15975","Hornets","Brian Roberts",2016-10-26,2016-10-28
"15976","Jazz","Derrick Favors",2016-10-24,2016-10-28
"15978","Magic","C.J. Watson",2016-07-08,2016-10-28
"15979","Magic","Stephen Zimmerman Jr.",2016-10-26,2016-10-28
"15981","Mavericks","A.J. Hammons",2016-10-26,2016-10-28
"15984","Pacers","Georges Niang",2016-10-26,2016-10-28
"15986","Warriors","Damian Jones",2016-10-25,2016-10-28
"15987","Bucks","Tony Snell",2016-10-26,2016-10-29
"15989","Cavaliers","Kay Felder",2016-10-25,2016-10-29
"15990","Grizzlies","Jarell Martin",2016-10-24,2016-10-29
"15993","Hornets","Frank Kaminsky",2016-10-26,2016-10-29
"15995","Knicks","Maurice N'dour",2016-10-25,2016-10-29
"15997","Magic","Arinze Onuaku",NA,2016-10-29
"16001","Pacers","Rakeem Christmas",2016-10-26,2016-10-29
"16004","Spurs","Dejounte Murray",2016-10-25,2016-10-29
"16006","Grizzlies","Tony Allen",2016-10-26,2016-10-30
"16008","Lakers","Jose Calderon",2016-10-26,2016-10-30
"16011","Spurs"," Tony Parker",2016-10-29,2016-10-30
"16012","Spurs","Manu Ginobili",2016-10-29,2016-10-30
"16014","Warriors","James McAdoo ",2016-10-25,2016-10-30
"16016","Mavericks","Dirk Nowitzki",2016-10-28,2016-10-30
"16019","Kings","Skal Labissiere",2016-10-26,2016-10-31
"16021","Suns","John Jenkins",2016-10-26,2016-10-31
"16031","Magic","Stephen Zimmerman Jr.",2016-10-29,2016-11-01
"16034","Pacers","Aaron Brooks",2016-10-28,2016-11-01
"16037","Spurs","LaMarcus Aldridge",2016-10-30,2016-11-01
"16039","Timberwolves","John Lucas III",2016-10-26,2016-11-01
"16043","Bulls","Jerian Grant",2016-10-27,2016-11-02
"16044","Bulls","R.J. Hunter",2016-10-29,2016-11-02
"16047","Celtics","Marcus Smart",2016-10-26,2016-11-02
"16049","Grizzlies","Marc Gasol",2016-11-01,2016-11-02
"16050","Grizzlies","Mike Conley Jr.",2016-11-01,2016-11-02
"16053","Hornets","Aaron Harrison",2016-10-28,2016-11-02
"16056","Knicks","Ron Baker",2016-10-29,2016-11-02
"16059","Lakers","Ivica Zubac",2016-10-26,2016-11-02
"16060","Lakers","Thomas Robinson",2016-10-30,2016-11-02
"16062","Mavericks","Dirk Nowitzki",2016-10-30,2016-11-02
"16065","Raptors","Lucas Nogueira",2016-10-26,2016-11-02
"16067","Suns","Devin Booker",2016-10-31,2016-11-02
"16070","Kings","Omri Casspi",2016-10-31,2016-11-03
"16073","Nuggets","Darrell Arthur",2016-10-26,2016-11-03
"16074","Rockets","Chinanu Onuaku",2016-11-01,2016-11-03
"16077","Bulls","Doug McDermott",2016-11-02,2016-11-04
"16079","Clippers","Paul Pierce",2016-10-27,2016-11-04
"16080","Heat","Josh Richardson",2016-09-08,2016-11-04
"16082","Knicks","Willy Hernangomez",2016-11-02,2016-11-04
"16084","Lakers","Timofey Mozgov",2016-11-02,2016-11-04
"16086","Mavericks","A.J. Hammons",2016-10-30,2016-11-04
"16089","Nets","Randy Foye",2016-10-26,2016-11-04
"16091","Spurs","Davis Bertans",2016-11-01,2016-11-04
"16093","Bucks","Steve Novak",2016-11-01,2016-11-05
"16095","Cavaliers","Kay Felder",2016-11-01,2016-11-05
"16098","Kings","Giorgios Papagiannis ",2016-10-26,2016-11-05
"16099","Kings","Omri Casspi",2016-10-31,2016-11-05
"16100","Magic","Stephen Zimmerman Jr.",2016-11-03,2016-11-05
"16102","Nuggets","Gary Harris",2016-10-26,2016-11-05
"16106","Wizards","Danuel House",2016-10-30,2016-11-05
"16108","Bucks","Jason Terry",2016-11-05,2016-11-06
"16109","Grizzlies","Chandler Parsons",2016-10-26,2016-11-06
"16111","Jazz","Gordon Hayward",2016-10-25,2016-11-06
"16113","Kings","Rudy Gay",2016-11-05,2016-11-06
"16115","Knicks","Lance Thomas",2016-11-04,2016-11-06
"16117","Lakers","Marcelo Huertas",2016-11-04,2016-11-06
"16121","Hornets","Christian Wood",2016-11-02,2016-11-07
"16128","Warriors","Patrick McCaw",2016-10-30,2016-11-07
"16130","Wizards","John Wall ",2016-11-05,2016-11-07
"16131","Pistons","Reggie Bullock",2016-10-26,2016-11-07
"16134","Grizzlies","Chandler Parsons",2016-10-26,2016-11-08
"16136","Kings","Anthony Tolliver",2016-11-05,2016-11-08
"16138","Lakers","Ron Artest",2016-11-02,2016-11-08
"16141","Nuggets","Jarnell Stokes",2016-11-05,2016-11-08
"16142","Suns","John Jenkins",2016-11-02,2016-11-08
"16145","Blazers","Tim Quarterman",2016-10-25,2016-11-09
"16146","Celtics","Kelly Olynyk",2016-10-26,2016-11-09
"16148","Knicks","Maurice N'dour",2016-11-06,2016-11-09
"16149","Magic","Stephen Zimmerman Jr.",2016-11-03,2016-11-09
"16157","Spurs","Danny Green",2016-10-25,2016-11-09
"16159","Nets","Greivis Vasquez",2016-11-04,2016-11-09
"16160","Kings","Anthony Tolliver",2016-11-05,2016-11-10
"16163","Lakers","Larry Nance Jr.",2016-11-08,2016-11-10
"16165","Warriors","Anderson Varejao",2016-11-07,2016-11-10
"16168","Hornets","Roy Hibbert",2016-10-29,2016-11-11
"16170","Knicks","Ron Baker",2016-11-09,2016-11-11
"16172","Raptors","Jonas Valanciunas",2016-11-06,2016-11-11
"16173","Raptors","Terrence Ross",2016-11-09,2016-11-11
"16174","Rockets","Chinanu Onuaku",2016-11-09,2016-11-11
"16177","Spurs"," Tony Parker",2016-11-04,2016-11-11
"16178","Spurs","Bryn Forbes",2016-11-09,2016-11-11
"16180","Wizards","Danuel House",2016-11-07,2016-11-11
"16184","Clippers","Diamond Stone",2016-11-04,2016-11-12
"16185","Heat","Josh McRoberts",2016-10-24,2016-11-12
"16188","Knicks","Maurice N'dour",2016-11-11,2016-11-12
"16191","Nuggets","Wilson Chandler",2016-11-08,2016-11-12
"16193","Pacers","Rakeem Christmas",2016-11-01,2016-11-12
"16195","Spurs","Danny Green",2016-11-11,2016-11-12
"16197","Timberwolves","Ricky Rubio",2016-11-01,2016-11-12
"16199","Nets","Isaiah Whitehead",2016-11-09,2016-11-12
"16200","Wizards","Bradley Beal",2016-11-11,2016-11-12
"16204","Cavaliers","DeAndre Liggins",2016-11-05,2016-11-13
"16206","Hornets","Michael Kidd-Gilchrist",2016-11-11,2016-11-13
"16208","Lakers","Ivica Zubac",2016-11-10,2016-11-13
"16209","Magic","Stephen Zimmerman Jr.",2016-11-11,2016-11-13
"16214","Timberwolves","Brandon Rush",2016-11-12,2016-11-13
"16218","Jazz","Boris Diaw",2016-11-06,2016-11-14
"16220","Knicks","Ron Baker",2016-11-12,2016-11-14
"16222","Mavericks","Andrew Bogut",2016-11-09,2016-11-14
"16223","Mavericks","Jose Barea ",2016-11-09,2016-11-14
"16224","Mavericks","Wes Matthews Jr.",2016-11-09,2016-11-14
"16225","Nets","Chris McCullough",2016-11-12,2016-11-14
"16227","Pacers","Paul George",2016-11-12,2016-11-14
"16230","Pistons","Henry Ellenson",2016-11-07,2016-11-14
"16231","Rockets","Chinanu Onuaku",2016-11-13,2016-11-14
"16233","Spurs","Dejounte Murray",2016-11-12,2016-11-14
"16236","Bulls","R.J. Hunter",2016-11-04,2016-11-15
"16240","Lakers","Marcelo Huertas",2016-11-13,2016-11-15
"16242","Nets","Isaiah Whitehead",2016-11-12,2016-11-15
"16245","Timberwolves","Zach LaVine",2016-11-13,2016-11-15
"16246","Nuggets","Jarnell Stokes",2016-11-12,2016-11-15
"16252","Magic","Stephen Zimmerman Jr.",2016-11-14,2016-11-16
"16253","Mavericks","Deron Williams",2016-11-06,2016-11-16
"16256","Pelicans","E'Twaun Moore",2016-11-14,2016-11-16
"16257","Pistons","Andre Drummond",2016-11-14,2016-11-16
"16258","Raptors","DeMarre Carroll",2016-11-15,2016-11-16
"16261","Spurs","Bryn Forbes",2016-11-14,2016-11-16
"16263","Wizards","John Wall ",2016-11-12,2016-11-16
"16265","Heat","Goran Dragic",2016-11-11,2016-11-17
"16268","Jazz","Rodney Hood",2016-11-14,2016-11-17
"16272","Rockets","Patrick Beverley",2016-10-26,2016-11-17
"16273","Wizards","Bradley Beal",2016-11-12,2016-11-17
"16275","Cavaliers","J.R. Smith",2016-11-13,2016-11-18
"16276","Cavaliers","LeBron James",2016-11-16,2016-11-18
"16278","Grizzlies","Tony Allen",2016-11-08,2016-11-18
"16279","Hawks","Dwight Howard",2016-11-16,2016-11-18
"16282","Lakers","Ron Artest",2016-11-10,2016-11-18
"16286","Pacers","Rodney Stuckey",2016-10-29,2016-11-18
"16287","Pelicans","Anthony Davis",2016-11-16,2016-11-18
"16288","Pistons","Reggie Bullock",2016-11-07,2016-11-18
"16290","Spurs","Nicolas Laprovittola",2016-11-11,2016-11-18
"16292","Suns","John Jenkins",2016-11-16,2016-11-18
"16295","Warriors","James McAdoo ",2016-11-10,2016-11-18
"16296","Hornets","Jeremy Lamb",2016-11-02,2016-11-18
"16300","Bucks","Steve Novak",2016-11-06,2016-11-19
"16301","Bulls","Rajon Rondo",2016-11-15,2016-11-19
"16304","Celtics","Al Horford",2016-11-02,2016-11-19
"16305","Celtics","Jae Crowder",2016-11-03,2016-11-19
"16307","Grizzlies","Troy Daniels",2016-11-18,2016-11-19
"16312","Suns","Derrick Jones Jr.",2016-10-26,2016-11-19
"16314","Timberwolves","Shabazz Muhammad",2016-11-13,2016-11-19
"16316","Warriors","Anderson Varejao",2016-11-18,2016-11-19
"16322","Lakers","D'Angelo Russell",2016-11-18,2016-11-20
"16323","Nuggets","Darrell Arthur",2016-11-08,2016-11-20
"16324","Nuggets","Will Barton",2016-11-03,2016-11-20
"16328","Raptors","Delon Wright",2016-10-26,2016-11-20
"16330","Thunder","Josh Huestis",2016-10-26,2016-11-20
"16331","Knicks","Marshall Plumlee",2016-10-25,2016-11-20
"16333","76ers","Jerryd Bayless",2016-10-26,2016-11-21
"16335","Clippers","Wes Johnson",2016-11-12,2016-11-21
"16338","Hornets","Aaron Harrison",2016-11-13,2016-11-21
"16343","Pacers","Kevin Seraphin",2016-11-20,2016-11-21
"16346","Rockets","Montrezl Harrell",2016-11-19,2016-11-21
"16350","Timberwolves","Brandon Rush",2016-11-19,2016-11-21
"16352","Warriors","James McAdoo ",2016-11-19,2016-11-21
"16353","Hornets","Christian Wood",2016-11-18,2016-11-21
"16355","Pacers","Rakeem Christmas",2016-11-14,2016-11-21
"16356","Spurs","Bryn Forbes",2016-11-18,2016-11-21
"16357","Bulls","Dwyane Wade",2016-11-20,2016-11-22
"16358","Hawks","Thabo Sefolosha",2016-11-16,2016-11-22
"16360","Lakers","Ron Artest",2016-11-20,2016-11-22
"16362","Thunder","Semaj Christon",2016-11-20,2016-11-22
"16363","Lakers","Ivica Zubac",2016-11-18,2016-11-22
"16369","Hornets","Christian Wood",2016-11-21,2016-11-23
"16370","Hornets","Jeremy Lamb",2016-11-18,2016-11-23
"16371","Hornets","Treveon Graham",2016-11-21,2016-11-23
"16372","Jazz","George Hill",2016-11-07,2016-11-23
"16376","Mavericks","Andrew Bogut",2016-11-21,2016-11-23
"16377","Mavericks","Dirk Nowitzki",2016-11-06,2016-11-23
"16381","Pacers","Myles Turner",2016-11-21,2016-11-23
"16382","Pacers","Paul George",2016-11-18,2016-11-23
"16384","Raptors","DeMarre Carroll",2016-11-21,2016-11-23
"16385","Rockets","Chinanu Onuaku",2016-11-16,2016-11-23
"16387","Spurs","Nicolas Laprovittola",2016-11-21,2016-11-23
"16390","Warriors","Anderson Varejao",2016-11-21,2016-11-23
"16394","76ers","Gerald Henderson Jr.",2016-11-23,2016-11-25
"16395","76ers","Richaun Holmes",2016-11-23,2016-11-25
"16396","76ers","Timothe Luwawu-Cabarrot",2016-11-21,2016-11-25
"16398","Bucks","Rashad Vaughn",2016-11-19,2016-11-25
"16400","Cavaliers","Kay Felder",2016-11-18,2016-11-25
"16401","Hawks","Kyle Korver",2016-11-23,2016-11-25
"16404","Hornets","Cody Zeller",2016-11-21,2016-11-25
"16406","Knicks","Joakim Noah",2016-11-20,2016-11-25
"16408","Magic","Stephen Zimmerman Jr.",2016-11-23,2016-11-25
"16409","Mavericks","Deron Williams",2016-11-18,2016-11-25
"16415","Pacers","Joe Young",2016-11-23,2016-11-25
"16416","Pacers","Kevin Seraphin",2016-11-23,2016-11-25
"16418","Pistons","Michael Gbinije",2016-11-07,2016-11-25
"16421","Warriors","James McAdoo ",2016-11-23,2016-11-25
"16423","Nuggets","Gary Harris",2016-11-16,2016-11-25
"16430","Hornets","Christian Wood",2016-11-25,2016-11-26
"16432","Spurs","Bryn Forbes",2016-11-23,2016-11-26
"16435","Warriors","Anderson Varejao",2016-11-25,2016-11-26
"16437","Wizards","Ian Mahinmi",2016-10-27,2016-11-26
"16439","76ers","Joel Embiid",2016-11-25,2016-11-27
"16441","Bucks","Steve Novak",2016-11-25,2016-11-27
"16444","Lakers","Nick Young",2016-11-25,2016-11-27
"16449","Pelicans","Alex Ajinca",2016-11-17,2016-11-27
"16451","Rockets","Chinanu Onuaku",2016-11-25,2016-11-27
"16452","Rockets","Kyle Wiltjer",2016-11-17,2016-11-27
"16454","Nuggets","Will Barton",2016-11-25,2016-11-27
"16457","Celtics","Jordan Mickey",2016-11-19,2016-11-28
"16460","Heat","Goran Dragic",2016-11-25,2016-11-28
"16461","Heat","Wayne Ellington",2016-10-26,2016-11-28
"16463","Hornets","Aaron Harrison",2016-11-23,2016-11-28
"16464","Hornets","Nicolas Batum",2016-11-26,2016-11-28
"16466","Raptors","Bruno Caboclo",2016-11-20,2016-11-28
"16468","Warriors","Draymond Green",2016-11-26,2016-11-28
"16469","Warriors","Ian Clark",2016-11-26,2016-11-28
"16471","Wizards","Daniel Ochefu",2016-11-26,2016-11-28
"16472","Cavaliers","Iman Shumpert",2016-11-27,2016-11-29
"16476","Lakers","Julius Randle",2016-11-23,2016-11-29
"16478","Magic","Jeff Green",2016-11-27,2016-11-29
"16479","Nets","Rondae Hollis-Jefferson",2016-11-25,2016-11-29
"16482","Rockets","Bobby Brown",2016-11-27,2016-11-29
"16485","Spurs","Dewayne Dedmon",2016-11-16,2016-11-29
"16486","Spurs","Manu Ginobili",2016-11-26,2016-11-29
"16489","Hawks"," Mike Scott",2016-10-27,2016-11-30
"16491","Heat","Tyler Johnson",2016-11-28,2016-11-30
"16492","Heat","Willie Reed",2016-11-20,2016-11-30
"16495","Knicks","Marshall Plumlee",2016-11-25,2016-11-30
"16498","Mavericks","Devin Harris",2016-10-26,2016-11-30
"16500","Nuggets","Danilo Gallinari",2016-11-23,2016-11-30
"16501","Nuggets","Juan Hernangomez",2016-11-25,2016-11-30
"16503","Pacers","Rakeem Christmas",2016-11-25,2016-11-30
"16507","Spurs","Bryn Forbes",2016-11-29,2016-11-30
"16508","Spurs","Nicolas Laprovittola",2016-11-29,2016-11-30
"16509","Suns","Jared Dudley",2016-11-27,2016-11-30
"16511","Timberwolves","John Lucas III",2016-10-26,2016-11-30
"16514","Clippers","Blake Griffin",2016-11-29,2016-12-01
"16521","Rockets","Kyle Wiltjer",2016-11-29,2016-12-01
"16523","Warriors","James McAdoo ",2016-11-28,2016-12-01
"16524","Bucks","Rashad Vaughn",2016-11-27,2016-12-01
"16526","76ers","Joel Embiid",2016-11-28,2016-12-02
"16530","Knicks","Lance Thomas",2016-11-14,2016-12-02
"16531","Magic","Jodie Meeks",2016-10-26,2016-12-02
"16533","Nuggets","Darrell Arthur",2016-11-30,2016-12-02
"16534","Nuggets","Will Barton",2016-11-27,2016-12-02
"16536","Pistons","Reggie Jackson ",2016-10-26,2016-12-02
"16541","Spurs","Manu Ginobili",2016-11-30,2016-12-02
"16542","Spurs","Pau Gasol",2016-11-30,2016-12-02
"16546","Bulls","Paul Zipser",2016-11-20,2016-12-03
"16548","Hawks","DeAndre Bembry",2016-11-30,2016-12-03
"16549","Heat","Derrick Williams",2016-12-01,2016-12-03
"16551","Mavericks","Andrew Bogut",2016-12-01,2016-12-03
"16553","Raptors","DeMarre Carroll",2016-12-02,2016-12-03
"16555","Warriors","Anderson Varejao",2016-12-01,2016-12-03
"16556","Jazz","Rodney Hood",2016-12-01,2016-12-03
"16557","Clippers","J.J. Redick",2016-12-02,2016-12-04
"16558","Knicks","Joakim Noah",2016-11-30,2016-12-04
"16561","Pacers","C.J. Miles",2016-11-21,2016-12-04
"16562","Pacers","Kevin Seraphin",2016-11-30,2016-12-04
"16563","Pacers","Paul George",2016-11-25,2016-12-04
"16565","Pistons","Henry Ellenson",2016-12-02,2016-12-04
"16566","Pistons","Reggie Jackson ",2016-10-26,2016-12-04
"16569","76ers","Joel Embiid",2016-12-03,2016-12-05
"16571","Blazers","Al-Farouq Aminu",2016-11-09,2016-12-05
"16572","Bulls","Dwyane Wade",2016-12-03,2016-12-05
"16575","Cavaliers","Mike Dunleavy Jr.",2016-12-01,2016-12-05
"16578","Hawks","Paul Millsap",2016-12-03,2016-12-05
"16581","Nets","Trevor Booker",2016-12-03,2016-12-05
"16585","Spurs"," Tony Parker",2016-12-02,2016-12-05
"16587","Warriors","James McAdoo ",2016-12-03,2016-12-05
"16588","Bulls","Doug McDermott",2016-11-15,2016-12-05
"16589","Grizzlies","Brandan Wright",2016-11-16,2016-12-05
"16591","Nets","Caris LeVert",2016-10-26,2016-12-05
"16592","Celtics","Jordan Mickey",2016-12-02,2016-12-05
"16594","Lakers","Ivica Zubac",2016-11-18,2016-12-05
"16602","Knicks","Courtney Lee",2016-12-02,2016-12-06
"16606","Pistons","Henry Ellenson",2016-12-02,2016-12-06
"16609","Spurs","Bryn Forbes",2016-12-02,2016-12-06
"16611","Timberwolves","Brandon Rush",2016-11-30,2016-12-06
"16613","Cavaliers","Kay Felder",2016-12-05,2016-12-07
"16615","Celtics","Demetrius Jackson",2016-11-19,2016-12-07
"16617","Hawks","DeAndre Bembry",2016-12-05,2016-12-07
"16619","Hornets","Marvin Williams",2016-11-26,2016-12-07
"16622","Knicks","Maurice N'dour",2016-12-04,2016-12-07
"16623","Lakers","Larry Nance Jr.",2016-12-03,2016-12-07
"16624","Nets","Caris LeVert",2016-12-05,2016-12-07
"16625","Nets","Yogi Ferrell",2016-12-05,2016-12-07
"16628","Nuggets","Nikola Jokic",2016-12-02,2016-12-07
"16632","76ers","Joel Embiid",2016-12-06,2016-12-08
"16633","76ers","Robert Covington",2016-12-03,2016-12-08
"16635","Blazers","Tim Quarterman",2016-12-05,2016-12-08
"16637","Bulls","Doug McDermott",2016-11-15,2016-12-08
"16640","Nuggets","Malik Beasley",2016-12-07,2016-12-08
"16642","Spurs"," Tony Parker",2016-12-06,2016-12-08
"16645","Warriors","Anderson Varejao",2016-12-05,2016-12-08
"16646","Warriors","Damian Jones",2016-10-25,2016-12-08
"16648","Celtics","James Young",2016-12-05,2016-12-09
"16651","Knicks","Marshall Plumlee",2016-12-06,2016-12-09
"16652","Mavericks","Seth Curry",2016-12-01,2016-12-09
"16656","Timberwolves","John Lucas III",2016-12-06,2016-12-09
"16660","Blazers","Moe Harkless",2016-12-08,2016-12-10
"16661","Cavaliers","J.R. Smith",2016-12-07,2016-12-10
"16663","Heat","Josh Richardson",2016-11-30,2016-12-10
"16664","Jazz","Gordon Hayward",2016-12-08,2016-12-10
"16665","Kings","Matt Barnes",2016-12-09,2016-12-10
"16670","Nuggets","Emmanuel Mudiay",2016-12-08,2016-12-10
"16675","Warriors","James McAdoo ",2016-12-08,2016-12-10
"16676","Warriors","Shaun Livingston",2016-12-08,2016-12-10
"16677","Magic","Stephen Zimmerman Jr.",2016-11-29,2016-12-10
"16680","76ers","Jahlil Okafor",2016-12-05,2016-12-11
"16681","76ers","Nerlens Noel",2016-10-26,2016-12-11
"16684","Knicks","Derrick Rose",2016-12-07,2016-12-11
"16686","Lakers","D'Angelo Russell",2016-11-22,2016-12-11
"16687","Lakers","Nick Young",2016-11-30,2016-12-11
